Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
2007-05-21 00:00:00-04:00,1147.4779729162922,1156.2186619368786,1137.7577497027328,1147.31414680006,1275174981.389836,1147.1442565243476,0.496887492201329,1.0,0.9936763851288294,1.0,2.483947217634024,1.0,29.759489565190954,1.0,123.64769807455536,1.0,
2007-05-22 00:00:00-04:00,1147.3079126734735,1156.0451314493505,1137.5920918747368,1147.1442565243476,1275782530.7156327,1146.9745276239007,0.49692060379677927,1.0,0.9937420567340018,1.0,2.4841100206492563,1.0,29.76114762987279,1.0,123.650427014895,1.0,
2007-05-23 00:00:00-04:00,1147.1380108406327,1155.8717557269356,1137.4266007227068,1146.9745276239007,1276390233.7795556,1146.8049631201793,0.4969538995103175,1.0,0.9938080959981083,1.0,2.4842737413208766,1.0,29.762816336157602,1.0,123.65320067620439,1.0,
2007-05-24 00:00:00-04:00,1146.9682704351583,1155.6985377971123,1137.261279253753,1146.8049631201793,1276998091.520502,1146.6355660389243,0.49698737952970384,1.0,0.9938745033070968,1.0,2.484438380637255,1.0,29.764495697021637,1.0,123.65601905929068,1.0,
2007-05-25 00:00:00-04:00,1146.7986944787247,1155.5254806916068,1137.0961304793573,1146.6355660389243,1277606104.8799973,1146.4663394101424,0.4970210440389932,1.0,0.9939412790400214,1.0,2.484603939570802,1.0,29.766185725478813,1.0,123.65888216512266,1.0,
2007-05-29 00:00:00-04:00,1146.6292859972828,1155.3525874463803,1136.9311574153583,1146.4663394101424,1278214274.802217,1146.2972862680847,0.4970548932183702,1.0,0.9940084235686971,1.0,2.484770419077123,1.0,29.767886434571427,1.0,123.66178999482776,1.0,
2007-05-30 00:00:00-04:00,1146.4600480210431,1155.1798611016088,1136.7663630819336,1146.2972862680847,1278822602.2339969,1146.128409651224,0.4970889272439912,1.0,0.9940759372573634,1.0,2.484937820094164,1.0,29.769597837360806,1.0,123.66474254968897,1.0,
2007-05-31 00:00:00-04:00,1146.2909835844569,1155.0073047016615,1136.601750503574,1146.128409651224,1279431088.1248329,1145.959712602224,0.49712314628783694,1.0,0.9941438204623613,1.0,2.485106143541376,1.0,29.771319946917902,1.0,123.6677398311414,1.0,
2007-06-01 00:00:00-04:00,1146.1220957261896,1154.8349212950725,1136.4373227090568,1145.959712602224,1280039733.426873,1145.7911981679047,0.4971575505175778,1.0,0.9942120735318281,1.0,2.4852753903188955,1.0,29.773052776313815,1.0,123.67078184076854,1.0,
2007-06-04 00:00:00-04:00,1145.9533874890938,1154.6627139345078,1136.273082731411,1145.7911981679047,1280648539.0949073,1145.6228693992043,0.4971921400964543,1.0,0.9942806968054148,1.0,2.4854455613067694,1.0,29.774796338610372,1.0,123.67386858029833,1.0,
2007-06-05 00:00:00-04:00,1145.7848619201714,1154.4906856767284,1136.1090336078803,1145.6228693992043,1281257506.0863512,1145.4547293511346,0.49722691518317497,1.0,0.9943496906140321,1.0,2.4856166573642304,1.0,29.77655064685065,1.0,123.67700005159905,1.0,
2007-06-06 00:00:00-04:00,1145.6165220705388,1154.3188395825478,1135.94517837988,1145.4547293511346,1281866635.3612397,1145.2867810827306,0.49726187593183174,1.0,0.9944190552796294,1.0,2.485788679329035,1.0,29.778315714049587,1.0,123.68017625667495,1.0,
2007-06-07 00:00:00-04:00,1145.4483709953784,1154.1471787167834,1135.7815200929467,1145.2867810827306,1282475927.882224,1145.1190276569978,0.49729702249183105,1.0,0.9944887911150068,1.0,2.4859616280168755,1.0,29.780091553184675,1.0,123.68339719766182,1.0,
2007-06-08 00:00:00-04:00,1145.2804117538908,1153.975706148206,1135.6180617966857,1145.1190276569978,1283085384.6145754,1144.951472140856,0.4973323550078368,1.0,0.9945588984236629,1.0,2.48613550422087,1.0,29.781878177186808,1.0,123.68666287682224,1.0,
2007-06-11 00:00:00-04:00,1145.1126474092423,1153.8044249494817,1135.4548065447145,1144.951472140856,1283695006.526199,1144.784117605075,0.49736787361972395,1.0,0.9946293774996678,1.0,2.4863103087111287,1.0,29.7836755989312,1.0,123.68997329654094,1.0,
2007-06-12 00:00:00-04:00,1144.9450810285052,1153.633338197114,1135.2917573945992,1144.784117605075,1284304794.5876503,1144.616967124213,0.49740357846254013,1.0,0.9947002286275607,1.0,2.4864860422343984,1.0,29.785483831228515,1.0,123.69332845931977,1.0,
2007-06-13 00:00:00-04:00,1144.7777156825985,1153.462448971379,1135.128917407791,1144.616967124213,1284914749.7721534,1144.4500237765478,0.49743946966647457,1.0,0.9947714520822641,1.0,2.486662705513764,1.0,29.78730288681615,1.0,123.69672836777278,1.0,
2007-06-14 00:00:00-04:00,1144.6105544462216,1153.2917603562587,1134.9662896495565,1144.4500237765478,1285524873.0556204,1144.2832906440058,0.49747554735683663,1.0,0.9948430481290147,1.0,2.486840299248406,1.0,29.789132778349682,1.0,123.70017302462107,1.0,
2007-06-15 00:00:00-04:00,1144.443600397788,1153.121275439372,1134.8038771889076,1144.2832906440058,1286135165.4166698,1144.116770812091,0.49751181165404296,1.0,0.9949150170233113,1.0,2.4870188241134126,1.0,29.790973518394534,1.0,123.70366243268758,1.0,
2007-06-18 00:00:00-04:00,1144.2768566193545,1152.9509973119027,1134.6416830985263,1144.116770812091,1286745627.8366446,1143.9504673698086,0.49754826267361413,1.0,0.9949873590108795,1.0,2.487198280759618,1.0,29.792825119417806,1.0,123.70719659489177,1.0,
2007-06-19 00:00:00-04:00,1144.1103261965484,1152.7809290685238,1134.4797104546883,1143.9504673698086,1287356261.2996309,1143.7843834095868,0.49758490052617815,1.0,0.9950600743276572,1.0,2.4873786698135083,1.0,29.794687593780374,1.0,123.71077551424433,1.0,
2007-06-20 00:00:00-04:00,1143.9440122184913,1152.6110738073226,1134.317962337183,1143.7843834095868,1287967066.7924812,1143.6185220271984,0.4976217253174772,1.0,0.9951331631997922,1.0,2.4875599918771463,1.0,29.796560953729237,1.0,123.71439919384167,1.0,
2007-06-21 00:00:00-04:00,1143.7779177777231,1152.4414346297197,1134.1564418292335,1143.6185220271984,1288578045.3048427,1143.4528863216772,0.49765873714837366,1.0,0.9952066258436554,1.0,2.487742247528149,1.0,29.798445211390074,1.0,123.71806763686045,1.0,
2007-06-22 00:00:00-04:00,1143.612045970121,1152.27201464039,1133.9951520174095,1143.4528863216772,1289189197.8291895,1143.287479395235,0.4976959361148518,1.0,0.995280462465851,1.0,2.4879254373196864,1.0,29.800340378760097,1.0,123.72178084655211,1.0,
2007-06-25 00:00:00-04:00,1143.4463998948172,1152.1028169471763,1133.834095991544,1143.287479395235,1289800525.360863,1143.1223043531738,0.49773332230801426,1.0,0.9953546732632256,1.0,2.4881095617804947,1.0,29.802246467701153,1.0,123.72553882623738,1.0,
2007-06-26 00:00:00-04:00,1143.2809826541152,1151.9338446610072,1133.6732768446418,1143.1223043531736,1290412028.8981168,1142.9573643037943,0.4977708958140706,1.0,0.9954292584228659,1.0,2.4882946214148953,1.0,29.804163489933,1.0,123.72934157930062,1.0,
2007-06-27 00:00:00-04:00,1143.1157973534016,1151.765100895806,1133.5126976727904,1142.9573643037943,1291023709.4421644,1142.7926623583066,0.4978086567143207,1.0,0.9955042181220848,1.0,2.488480616702787,1.0,29.806091457026824,1.0,123.73318910918424,1.0,
2007-06-28 00:00:00-04:00,1142.9508471010572,1151.5965887684008,1133.3523615750623,1142.7926623583066,1291635567.997229,1142.628201630731,0.4978466050851327,1.0,0.9955795525283914,1.0,2.488667548099631,1.0,29.808030380398964,1.0,123.73708141938313,1.0,
2007-06-29 00:00:00-04:00,1142.786135008363,1151.4283113984302,1133.19227165342,1142.628201630731,1292247605.5705965,1142.4639852377993,0.4978847409979169,1.0,0.9956552617994532,1.0,2.4888554160363903,1.0,29.809980271304752,1.0,123.74101851343885,1.0,
2007-07-02 00:00:00-04:00,1142.6216641894052,1151.2602719082481,1133.032431012613,1142.4639852377993,1292859823.172665,1142.3000162988549,0.4979230645190968,1.0,0.9957313460830495,1.0,2.489044220919455,1.0,29.811941140832587,1.0,123.74500039493388,1.0,
2007-07-03 00:00:00-04:00,1142.4574377609756,1151.0924734228217,1132.8728427600754,1142.3000162988549,1293472221.8170006,1142.136297935743,0.49796157571007543,1.0,0.9958078055170136,1.0,2.4892339631305376,1.0,29.813912999898093,1.0,123.74902706748597,1.0,
2007-07-05 00:00:00-04:00,1142.2934588424687,1150.9249190696298,1132.7135100058167,1142.136297935743,1294084802.5203903,1141.9728332727025,0.498000274627201,1.0,0.9958846402291722,1.0,2.4894246430265423,1.0,29.815895859238438,1.0,123.75309853474211,1.0,
2007-07-06 00:00:00-04:00,1142.1297305557755,1150.7576119785563,1132.5544358623113,1141.9728332727025,1294697566.302905,1141.809625436253,0.4980391613217292,1.0,0.9959618503372764,1.0,2.489616260939423,1.0,29.81788972940683,1.0,123.75721480037267,1.0,
2007-07-09 00:00:00-04:00,1141.966256025176,1150.5905552817794,1132.3956234443813,1141.809625436253,1295310514.1879683,1141.6466775550762,0.4980782358397885,1.0,0.9960394359489301,1.0,2.4898088171760193,1.0,29.81989462076702,1.0,123.76137586806553,1.0,
2007-07-10 00:00:00-04:00,1141.8030383772214,1150.4237521136574,1132.2370758690784,1141.6466775550762,1295923647.202436,1141.4839927598923,0.4981174982223485,1.0,0.9961173971615177,1.0,2.4900023120178907,1.0,29.821910543488045,1.0,123.76558174152,1.0,
2007-07-11 00:00:00-04:00,1141.6400807406199,1150.2572056106114,1132.0787962555592,1141.4839927598925,1296536966.3766873,1141.3215741833383,0.4981569485051977,1.0,0.996195734062137,1.0,2.4901967457211422,1.0,29.823937507538982,1.0,123.7698324244408,1.0,
2007-07-12 00:00:00-04:00,1141.4773862461138,1150.0909189110027,1131.9207877249562,1141.3215741833383,1297150472.7447276,1141.159424959835,0.4981965867189344,1.0,0.9962744467275462,1.0,2.4903921185162647,1.0,29.82597552268389,1.0,123.77412792053211,1.0,
2007-07-13 00:00:00-04:00,1141.314958026354,1149.9248951550082,1131.7630534002465,1141.159424959835,1297764167.344304,1140.9975482254545,0.49823641288897247,1.0,0.996353535224132,1.0,2.4905884306079984,1.0,29.828024598476894,1.0,123.7784682334913,1.0,
2007-07-16 00:00:00-04:00,1141.1527992157692,1149.75913748449,1131.605596406114,1140.9975482254545,1298378051.2170355,1140.835947117786,0.4982764270355632,1.0,0.9964329996079069,1.0,2.4907856821752414,1.0,29.830084744257427,1.0,123.78285336700301,1.0,
2007-07-17 00:00:00-04:00,1140.9909129504351,1149.5936490428662,1131.4484198688106,1140.835947117786,1298992125.4085486,1140.6746247757928,0.4983166291738309,1.0,0.9965128399245357,1.0,2.4909838733710163,1.0,29.832155969145678,1.0,123.7872833247332,1.0,
2007-07-18 00:00:00-04:00,1140.829302367937,1149.428432974972,1131.2915269160108,1140.6746247757928,1299606390.9686306,1140.5135843396733,0.49835701931382065,1.0,0.9965930562093941,1.0,2.4911830043224987,1.0,29.834238282038225,1.0,123.79175811032299,1.0,
2007-07-19 00:00:00-04:00,1140.6679706072298,1149.2634924269264,1131.1349206766674,1140.5135843396733,1300220848.9513907,1140.3528289507149,0.49839759746055234,1.0,0.9966736484876516,1.0,2.4913830751311217,1.0,29.836331691603906,1.0,123.79627772738296,1.0,
2007-07-20 00:00:00-04:00,1140.506920808497,1149.0988305459884,1130.978604280861,1140.3528289507149,1300835500.4154305,1140.1923617511466,0.49843836361408084,1.0,0.996754616774373,1.0,2.4915840858727396,1.0,29.83843620627988,1.0,123.80084217948729,1.0,
2007-07-23 00:00:00-04:00,1140.3461561130052,1148.9344504804174,1130.8225808596476,1140.1923617511466,1301450346.4240296,1140.032185883993,0.49847931776956017,1.0,0.9968359610746331,1.0,2.491786036597848,1.0,29.84055183426784,1.0,123.8054514701682,1.0,
2007-07-24 00:00:00-04:00,1140.1856796629595,1148.7703553793276,1130.6668535449064,1140.0321858839927,1302065388.0453348,1139.8723044929225,0.4985204599173114,1.0,0.996917681383641,1.0,2.4919889273318447,1.0,29.84267858353048,1.0,123.81010560291041,1.0,
2007-07-25 00:00:00-04:00,1140.025494601352,1148.6065483925447,1130.5114254691848,1139.8723044929225,1302680626.3525631,1139.712720722097,0.49856179004289636,1.0,0.9969997776868716,1.0,2.4921927580753254,1.0,29.844816461788042,1.0,123.81480458114589,1.0,
2007-07-26 00:00:00-04:00,1139.8656040718154,1148.443032670457,1130.3562997655395,1139.712720722097,1303296062.4242117,1139.5534377160204,0.49860330812719567,1.0,0.9970822499602077,1.0,2.492397528804401,1.0,29.846965476515106,1.0,123.81954840824866,1.0,
2007-07-27 00:00:00-04:00,1139.7060112184702,1148.2798113638694,1130.201479567381,1139.5534377160207,1303911697.3442721,1139.394458619385,0.49864501414649415,1.0,0.997165098170092,1.0,2.4926032394710447,1.0,29.849125634937444,1.0,123.82433708752983,1.0,
2007-07-30 00:00:00-04:00,1139.546719185773,1148.116887623854,1130.0469680083138,1139.394458619385,1304527532.2024527,1139.2357865769168,0.4986869080725689,1.0,0.9972483222736898,1.0,2.4928098900034574,1.0,29.851296944029148,1.0,123.82917062223288,1.0,
2007-07-31 00:00:00-04:00,1139.387731118365,1147.9542646015993,1129.8927682219755,1139.2357865769168,1305143568.0944042,1139.077424733221,0.4987289898727799,1.0,0.997331922219063,1.0,2.4930174803064666,1.0,29.85347941050984,1.0,123.83404901552906,1.0,
2007-08-01 00:00:00-04:00,1139.2290501609161,1147.7919454482612,1129.738883341877,1139.077424733221,1305759806.1219473,1138.9193762326256,0.4987712595101592,1.0,0.9974158979453488,1.0,2.493226010261935,1.0,29.855673040842113,1.0,123.83897227051298,1.0,
2007-08-02 00:00:00-04:00,1139.0706794579694,1147.6299333148074,1129.585316501237,1138.9193762326256,1306376247.3933039,1138.7616442190222,0.498813716943497,1.0,0.9975002493829391,1.0,2.4934354797291975,1.0,29.85787784122914,1.0,123.84394039019851,1.0,
2007-08-03 00:00:00-04:00,1138.9126221537879,1147.4682313518674,1129.4320708328216,1138.7616442190224,1306992893.0233319,1138.6042318357097,0.49885636212742157,1.0,0.9975849764536562,1.0,2.493645888545499,1.0,29.86009381761243,1.0,123.8489533775147,1.0,
2007-08-06 00:00:00-04:00,1138.7548813921926,1147.3068427095748,1129.279149468777,1138.6042318357097,1307609744.13376,1138.447142225231,0.4988991950124751,1.0,0.9976700790709185,1.0,2.4938572365264267,1.0,29.86232097566981,1.0,123.85401123530211,1.0,
2007-08-07 00:00:00-04:00,1138.597460316406,1147.1457705374146,1129.1265555404634,1138.447142225231,1308226801.8534365,1138.2903785292135,0.4989422155451852,1.0,0.9977555571398967,1.0,2.4940695234663326,1.0,29.864559320813488,1.0,123.85911396630902,1.0,
2007-08-08 00:00:00-04:00,1138.4403620688927,1146.9850179840632,1128.9742921782881,1138.2903785292135,1308844067.3185804,1138.1339438882076,0.4989854236681376,1.0,0.9978414105576602,1.0,2.494282749138738,1.0,29.866808858188357,1.0,123.86426157318819,1.0,
2007-08-09 00:00:00-04:00,1138.2835897911957,1146.824588197232,1128.8223625115356,1138.1339438882076,1309461541.6730475,1137.977841441523,0.49902881932005394,1.0,0.9979276392133227,1.0,2.4944969132967167,1.0,29.869069592670396,1.0,123.8694540584935,1.0,
2007-08-10 00:00:00-04:00,1138.1271466237763,1146.6644843235101,1128.6707696681983,1137.977841441523,1310079226.0686157,1137.8220743270654,0.4990724024358785,1.0,0.9980142429881915,1.0,2.4947120156732736,1.0,29.87134152886529,1.0,123.87469142467715,1.0,
2007-08-13 00:00:00-04:00,1137.9710357058511,1146.5047095082043,1128.5195167748084,1137.8220743270654,1310697121.6652853,1137.666645681176,0.4991161729468794,1.0,0.9981012217559324,1.0,2.49492805598173,1.0,29.873624671107233,1.0,123.87997367408691,1.0,
2007-08-14 00:00:00-04:00,1137.8152601752283,1146.3452668951816,1128.3686069562643,1137.666645681176,1311315229.631604,1137.5115586384695,0.4991601307807633,1.0,0.998188575382758,1.0,2.4951450339161347,1.0,29.875919023457953,1.0,123.88530080896376,1.0,
2007-08-15 00:00:00-04:00,1137.6598231681467,1146.1861596267106,1128.218043335666,1137.5115586384698,1311933551.145012,1137.3568163316736,0.499204275861806,1.0,0.9982763037276425,1.0,2.495362949151713,1.0,29.878224589706047,1.0,123.89067283143997,1.0,
2007-08-16 00:00:00-04:00,1137.504727819114,1146.027390843308,1128.0678290341443,1137.3568163316736,1312552087.3922117,1137.202421891471,0.4992486081109923,1.0,0.9983644066425693,1.0,2.495581801345381,1.0,29.880541373366523,1.0,123.89608974353747,1.0,
2007-08-17 00:00:00-04:00,1137.3499772607465,1145.868963683581,1127.917967170695,1137.202421891471,1313170839.569558,1137.0483784463422,0.4992931274461617,1.0,0.9984528839727983,1.0,2.495801590136319,1.0,29.882869377680738,1.0,123.9015515471666,1.0,
2007-08-20 00:00:00-04:00,1137.1955746236113,1145.710881284075,1127.768460862015,1137.0483784463422,1313789808.8834696,1136.8946891224114,0.49933783378215096,1.0,0.9985417355571541,1.0,2.4960223151466026,1.0,29.88520860561658,1.0,123.90705824412527,1.0,
2007-08-21 00:00:00-04:00,1137.0415230360682,1145.5531467791227,1127.6193132223368,1136.8946891224114,1314408996.5508611,1136.7413570432923,0.49938272703093045,1.0,0.9986309612283126,1.0,2.4962439759818746,1.0,29.887559059869027,1.0,123.9126098360985,1.0,
2007-08-22 00:00:00-04:00,1136.8878256241155,1145.3957633006958,1127.4705273632705,1136.7413570432923,1315028403.7995903,1136.588385329939,0.49942780710173174,1.0,0.9987205608130815,1.0,2.4964665722320416,1.0,29.889920742860962,1.0,123.91820632465826,1.0,
2007-08-23 00:00:00-04:00,1136.7344855112387,1145.2387339782558,1127.3221063936412,1136.588385329939,1315648031.8689258,1136.4357771004952,0.4994730739011647,1.0,0.9988105341326622,1.0,2.496690103471967,1.0,29.892293656744325,1.0,123.9238477112637,1.0,
2007-08-24 00:00:00-04:00,1136.5815058182563,1145.0820619386107,1127.1740534193332,1136.435777100495,1316267882.0100245,1136.2835354701488,0.4995185273333275,1.0,0.9989008810028964,1.0,2.4969145692621395,1.0,29.8946778034015,1.0,123.92953399726164,1.0,
2007-08-27 00:00:00-04:00,1136.428889663174,1144.9257503057706,1127.026371543134,1136.2835354701488,1316887955.4864283,1136.1316635509852,0.4995641672999111,1.0,0.9989916012344923,1.0,2.497139969149305,1.0,29.89707318444699,1.0,123.93526518388727,1.0,
2007-08-28 00:00:00-04:00,1136.2766401610354,1144.7698022008078,1126.8790638645817,1136.1316635509852,1317508253.5745604,1135.9801644518475,0.49960999370029857,1.0,0.9990826946332387,1.0,2.4973663026670656,1.0,29.899479801229322,1.0,123.94104127226522,1.0,
2007-08-29 00:00:00-04:00,1136.124760423778,1144.614220741718,1126.7321334798116,1135.9801644518475,1318128777.564236,1135.829041278195,0.4996560064316611,1.0,0.9991741610002097,1.0,2.4975935693364337,1.0,29.90189765483317,1.0,123.94686226341095,1.0,
2007-08-30 00:00:00-04:00,1135.9732535600917,1144.4590090432837,1126.5855834814106,1135.829041278195,1318749528.7591658,1135.6782971319662,0.49970220538904925,1.0,0.9992660001319597,1.0,2.497821768666363,1.0,29.90432674608165,1.0,123.95272815823225,1.0,
2007-08-31 00:00:00-04:00,1135.822122675279,1144.304170216941,1126.4394169582688,1135.6782971319662,1319370508.4774597,1135.527935111445,0.4997485904654803,1.0,0.9993582118207104,1.0,2.4980509001542472,1.0,29.906767075538873,1.0,123.95863895753122,1.0,
2007-09-04 00:00:00-04:00,1135.6713708711152,1144.1497073706487,1126.2936369954386,1135.527935111445,1319991718.0521233,1135.377958311127,0.4997951615520222,1.0,0.9994507958545296,1.0,2.4982809632864007,1.0,29.90921864351252,1.0,123.96459466200638,1.0,
2007-09-05 00:00:00-04:00,1135.5210012457178,1143.9956236087587,1126.1482466739928,1135.377958311127,1320613158.8315492,1135.2283698215917,0.49984191853787513,1.0,0.9995437520175026,1.0,2.498511957538511,1.0,29.911681450056705,1.0,123.97059527225522,1.0,
2007-09-06 00:00:00-04:00,1135.371016893411,1143.8419220318908,1126.0032490708875,1135.2283698215917,1321234832.1800005,1135.0791727293742,0.49988886131045096,1.0,0.9996370800898973,1.0,2.498743882376088,1.0,29.914155494974857,1.0,123.97664078877685,1.0,
2007-09-07 00:00:00-04:00,1135.2214209045978,1143.6886057368085,1125.8586472588265,1135.0791727293742,1321856739.478096,1134.9303701168396,0.4999359897554508,1.0,0.9997307798483261,1.0,2.498976737254878,1.0,29.91664077782277,1.0,123.98273121197509,1.0,
2007-09-10 00:00:00-04:00,1135.0722163656324,1143.5356778162982,1125.71444430613,1134.9303701168396,1322478882.1232867,1134.7819650620618,0.4999833037569403,1.0,0.9998248510659018,1.0,2.4992105216212797,1.0,29.919137297911742,1.0,123.98886654216174,1.0,
2007-09-11 00:00:00-04:00,1134.9234063586944,1143.3831413590483,1125.5706432766037,1134.7819650620618,1323101261.5303352,1134.633960638702,0.5000308031974228,1.0,0.9999192935123912,1.0,2.4994452349127396,1.0,29.92164505431185,1.0,123.99504677956024,1.0,
2007-09-12 00:00:00-04:00,1134.7749939616674,1143.2309994495351,1125.4272472294117,1134.633960638702,1323723879.131791,1134.4863599158925,0.5000784879579057,1.0,1.000014106954363,1.0,2.49968087655814,1.0,29.92416404585523,1.0,124.00127192430936,1.0,
2007-09-13 00:00:00-04:00,1134.6269822480178,1143.079255167907,1125.2842592189538,1134.4863599158925,1324346736.3784623,1134.3391659581196,0.5001263579179621,1.0,1.0001092911553284,1.0,2.4999174459781703,1.0,29.926694271139517,1.0,124.00754197646735,1.0,
2007-09-14 00:00:00-04:00,1134.4793742866784,1142.927911589871,1125.141682294742,1134.3391659581196,1324969834.7398791,1134.1923818251107,0.5001744129557854,1.0,1.0002048458758677,1.0,2.5001549425856817,1.0,29.9292357285313,1.0,124.01385693601635,1.0,
2007-09-17 00:00:00-04:00,1134.332173141931,1142.776971786585,1124.999519501283,1134.1923818251105,1325593175.704747,1134.0460105717227,0.5002226529482363,1.0,1.0003007708737475,1.0,2.500393365786016,1.0,29.93178841616961,1.0,124.02021680286676,1.0,
2007-09-18 00:00:00-04:00,1134.1853818732945,1142.6264388245465,1124.85777387796,1134.0460105717225,1326216760.7813897,1133.9000552478326,0.5002710777708868,1.0,1.0003970659040218,1.0,2.5006327149773124,1.0,29.93435233196947,1.0,124.02662157686201,1.0,
2007-09-19 00:00:00-04:00,1134.0390035354126,1142.4763157654875,1124.716448458919,1133.9000552478328,1326840591.4981744,1133.7545188982308,0.5003196872980609,1.0,1.000493730719123,1.0,2.500872989550776,1.0,29.936927473625506,1.0,124.03307125778352,1.0,
2007-09-20 00:00:00-04:00,1133.893041177944,1142.3266056662694,1124.5755462729578,1133.7545188982308,1327464669.4039283,1133.6094045625139,0.500368481402878,1.0,1.0005907650689476,1.0,2.5011141888909316,1.0,29.939513838615557,1.0,124.0395658453557,1.0,
2007-09-21 00:00:00-04:00,1133.7474978454554,1142.1773115787798,1124.4350703434138,1133.6094045625139,1328088996.0683393,1133.4647152749847,0.5004174599572998,1.0,1.000688168700939,1.0,2.5013563123758478,1.0,29.942111424204363,1.0,124.04610533925111,1.0,
2007-09-24 00:00:00-04:00,1133.602376577317,1142.0284365498333,1124.29502368806,1133.4647152749847,1328713573.082352,1133.3204540645525,0.5004666228321815,1.0,1.0007859413601778,1.0,2.5015993593773618,1.0,29.94472022744734,1.0,124.05268973909587,1.0,
2007-09-25 00:00:00-04:00,1133.4576804075996,1141.8799836210717,1124.1554093189993,1133.3204540645525,1329338402.0585487,1133.1766239546353,0.5005159698973299,1.0,1.0008840827894812,1.0,2.501843329261307,1.0,29.94734024519439,1.0,124.05931904447513,1.0,
2007-09-26 00:00:00-04:00,1133.3134123649738,1141.7319558288718,1124.0162302425658,1133.1766239546353,1329963484.6315286,1133.0332279630677,0.5005655010215649,1.0,1.0009825927295115,1.0,2.5020882213877504,1.0,29.949971474093804,1.0,124.06599325493866,1.0,
2007-09-27 00:00:00-04:00,1133.1695754726172,1141.5843562042508,1123.8774894592257,1133.0332279630677,1330588822.4582753,1132.8902691020105,0.500615216072783,1.0,1.0010814709188949,1.0,2.502334035111254,1.0,29.952613910596273,1.0,124.07271237000649,1.0,
2007-09-28 00:00:00-04:00,1133.026172748117,1141.4371877727792,1123.7391899634852,1132.8902691020105,1331214417.218514,1132.7477503778646,0.5006651149180188,1.0,1.001180717094348,1.0,2.502580769781159,1.0,29.955267550958983,1.0,124.07947638917483,1.0,
2007-10-01 00:00:00-04:00,1132.8832072033824,1141.2904535544926,1123.6013347438004,1132.7477503778646,1331840270.615053,1132.6056747911862,0.5007151974235019,1.0,1.0012803309908018,1.0,2.502828424741878,1.0,29.9579323912498,1.0,124.08628531192194,1.0,
2007-10-02 00:00:00-04:00,1132.740681844557,1141.1441565638127,1123.4639267824903,1132.6056747911862,1332466384.374115,1132.4640453366064,0.5007654634547073,1.0,1.0013803123415206,1.0,2.5030769993331985,1.0,29.96060842735157,1.0,124.09313913771399,1.0,
2007-10-03 00:00:00-04:00,1132.5985996719342,1140.998299809463,1123.3269690556538,1132.4640453366064,1333092760.245647,1132.3228650027545,0.5008159128763974,1.0,1.0014806608782092,1.0,2.503326492890576,1.0,29.96329565496649,1.0,124.10003786601116,1.0,
2007-10-04 00:00:00-04:00,1132.4569636798778,1140.852886294397,1123.1904645330915,1132.3228650027545,1333719400.0036104,1132.1821367721832,0.5008665455526562,1.0,1.0015813763311048,1.0,2.5035769047454086,1.0,29.96599406962054,1.0,124.10698149627362,1.0,
2007-10-05 00:00:00-04:00,1132.315776856743,1140.7079190157208,1123.054416178227,1132.1821367721832,1334346305.4462526,1132.0418636212976,0.5009173613469157,1.0,1.0016824584290536,1.0,2.5038282342252813,1.0,29.968703666667995,1.0,124.11397002796748,1.0,
2007-10-08 00:00:00-04:00,1132.175042184803,1140.5634009646242,1122.9188269480371,1132.0418636212976,1334973478.3963554,1131.9020485202868,0.500968360121973,1.0,1.001783906899572,1.0,2.5040804806541788,1.0,29.971424441295976,1.0,124.1210034605709,1.0,
2007-10-09 00:00:00-04:00,1132.0347626401765,1140.419335126315,1122.7836997929808,1131.9020485202868,1335600920.7014577,1131.7626944330618,0.5010195417399986,1.0,1.0018857214688885,1.0,2.5043336433526493,1.0,29.974156388528975,1.0,124.12808179357997,1.0,
2007-10-10 00:00:00-04:00,1131.8949411927622,1140.2757244799523,1122.6490376569336,1131.7626944330618,1336228634.2340553,1131.6238043171952,0.5010709060625307,1.0,1.0019879018619717,1.0,2.5045877216379413,1.0,29.976899503233412,1.0,124.13520502651463,1.0,
2007-10-11 00:00:00-04:00,1131.755580806172,1140.1325719985884,1122.5148434771281,1131.6238043171952,1336856620.891774,1131.4853811238627,0.5011224529504537,1.0,1.0020904478025292,1.0,2.5048427148240746,1.0,29.979653780122113,1.0,124.14237315892456,1.0,
2007-10-12 00:00:00-04:00,1131.6166844376735,1139.9898806491126,1122.3811201840942,1131.4853811238627,1337484882.5975173,1131.3474277977914,0.5011741822639608,1.0,1.0021933590129843,1.0,2.5050986222218716,1.0,29.98241921375875,1.0,124.14958619039484,1.0,
2007-10-15 00:00:00-04:00,1131.478255038132,1139.847653392195,1122.2478707016048,1131.3474277977916,1338113421.2995932,1131.2099472772074,0.5012260938624965,1.0,1.0022966352144145,1.0,2.505355443138917,1.0,29.985195798562156,1.0,124.15684412055157,1.0,
2007-10-16 00:00:00-04:00,1131.3402955519562,1139.7058931822367,1122.1150979466252,1131.2099472772074,1338742238.9718177,1131.0729424937865,0.501278187604681,1.0,1.0024002761264574,1.0,2.5056131768794407,1.0,29.987983528810567,1.0,124.16414694906709,1.0,
